code,Profession,Task ID,Count,Task
25-9044.00,"Teaching Assistants, Postsecondary",10957,1,Return assignments to students in accordance with established deadlines.
25-9044.00,"Teaching Assistants, Postsecondary",10958,1,Schedule and maintain regular office hours to meet with students.
25-9044.00,"Teaching Assistants, Postsecondary",10960,1,Prepare or proctor examinations.
25-9044.00,"Teaching Assistants, Postsecondary",10960,1,Prepare or proctor examinations.
25-9044.00,"Teaching Assistants, Postsecondary",10961,1,Notify instructors of errors or problems with assignments.
25-9044.00,"Teaching Assistants, Postsecondary",10962,1,Meet with supervisors to discuss students' grades or to complete required grade-related paperwork.
25-9044.00,"Teaching Assistants, Postsecondary",10963,1,Copy and distribute classroom materials.
25-9044.00,"Teaching Assistants, Postsecondary",10964,1,Demonstrate use of laboratory equipment and enforce laboratory rules.
25-9044.00,"Teaching Assistants, Postsecondary",10964,1,Demonstrate use of laboratory equipment and enforce laboratory rules.
25-9044.00,"Teaching Assistants, Postsecondary",10967,1,"Develop teaching materials, such as syllabi, visual aids, answer keys, supplementary notes, or course Web sites."
25-9044.00,"Teaching Assistants, Postsecondary",10967,1,"Develop teaching materials, such as syllabi, visual aids, answer keys, supplementary notes, or course Web sites."
25-9044.00,"Teaching Assistants, Postsecondary",10968,1,Provide assistance to faculty members or staff with laboratory or field research.
25-9044.00,"Teaching Assistants, Postsecondary",10971,1,Order or obtain materials needed for classes.
25-9044.00,"Teaching Assistants, Postsecondary",10972,1,Provide instructors with assistance in the use of audiovisual equipment.
25-9044.00,"Teaching Assistants, Postsecondary",10973,1,Assist faculty members or staff with student conferences.
25-9044.00,"Teaching Assistants, Postsecondary",20878,1,Tutor or mentor students who need additional instruction.
25-9044.00,"Teaching Assistants, Postsecondary",20879,1,Attend lectures given by the supervising instructor.
25-9044.00,"Teaching Assistants, Postsecondary",20880,1,Arrange for supervisors to conduct teaching observations and provide feedback about teaching performance.
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22454,1,Assist in bus loading and unloading.
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22455,1,Assist librarians in school libraries.
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22456,1,"Attend staff meetings and serve on committees, as required."
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22457,1,Clean classrooms.
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22457,1,Clean classrooms.
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22458,1,Collect money from students for school-related projects.
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22459,1,"Conduct demonstrations to teach skills, such as sports, dancing, and handicrafts."
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22460,1,Discuss assigned duties with classroom teachers to coordinate instructional efforts.
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22461,1,"Distribute teaching materials, such as textbooks, workbooks, papers, and pencils to students."
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22462,1,Distribute tests and homework assignments and collect them when they are completed.
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22463,1,Enforce administration policies and rules governing students.
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22464,1,"Grade homework and tests, and compute and record results, using answer sheets or electronic marking devices."
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22464,1,"Grade homework and tests, and compute and record results, using answer sheets or electronic marking devices."
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22465,1,Instruct and monitor students in the use and care of equipment and materials to prevent injuries and damage.
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22465,1,Instruct and monitor students in the use and care of equipment and materials to prevent injuries and damage.
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22466,1,Laminate teaching materials to increase their durability under repeated use.
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22467,1,Maintain computers in classrooms and laboratories and assist students with hardware and software use.
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22468,1,"Observe students' performance, and record relevant data to assess progress."
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22468,1,"Observe students' performance, and record relevant data to assess progress."
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22469,1,Operate and maintain audio-visual equipment.
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22470,1,Organize and label materials and display students' work in a manner appropriate for their eye levels and perceptual skills.
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22471,1,"Organize and supervise games and other recreational activities to promote physical, mental, and social development."
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22472,1,Participate in teacher-parent conferences regarding students' progress or problems.
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22473,1,"Plan, prepare, and develop various teaching aids, such as bibliographies, charts, and graphs."
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22474,1,"Prepare lesson materials, bulletin board displays, exhibits, equipment, and demonstrations."
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22475,1,Prepare lesson outlines and plans in assigned subject areas and submit outlines to teachers for review.
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22476,1,"Present subject matter to students under the direction and guidance of teachers, using lectures, discussions, supervised role-playing methods, or by reading aloud."
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22477,1,Requisition and stock teaching materials and supplies.
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22478,1,"Supervise students in classrooms, halls, cafeterias, school yards, and gymnasiums, or on field trips."
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",22479,1,Take class attendance and maintain attendance records.
